Date,Open,High,Low,Close,Adj Close,Volume
23/12/2022,175.71,179.06,175.51,175.93,169.67,3035900
22/12/2022,168.05,175.77,167.63,175.69,169.44,5122100
21/12/2022,174.54,174.78,168.16,169.99,163.95,7904800
20/12/2022,167.92,168.51,162.61,164.35,158.51,5451400
19/12/2022,170.29,171.71,167.03,168.78,162.78,2783800
16/12/2022,172.41,173.69,169.59,171.72,165.61,3383700
15/12/2022,175.12,176.3,171.77,173.17,167.01,1802600
14/12/2022,176.37,180.93,175.81,178.07,171.74,1611700
13/12/2022,183.69,184.39,175.59,176.88,170.59,2754300
12/12/2022,172.08,178.23,172.08,177.37,171.06,2461600
9/12/2022,17015,17483,17015,17233,16620,1475000
8/12/2022,171.29,174.66,170.51,171.91,164.69,2229500
7/12/2022,172.27,174.29,171.69,172.28,165.04,1500200
6/12/2022,176.44,176.57,171.09,173.05,165.78,2064100
5/12/2022,179.55,179.92,176.31,176.6,169.18,1560700
2/12/2022,178.16,182.46,177.08,181.41,173.79,2060300
1/12/2022,182,183.55,179.87,180.45,172.87,1562500
30/11/2022,177.02,183.06,176.75,182.22,174.57,5014500
29/11/2022,174.74,178.45,174.32,177.82,170.35,1662900
28/11/2022,175.75,176.24,171.89,173.21,165.93,2656900
25/11/2022,177.25,177.77,176.01,176.7,169.28,445300
23/11/2022,175.81,176.89,175.27,176.36,168.95,1758000
22/11/2022,174.91,176.86,174.55,175.67,168.29,1457300
21/11/2022,173.93,175.16,172.87,173.64,166.35,1385200
18/11/2022,174,175.14,172.11,174.72,167.38,1845900
17/11/2022,169,171.64,167.2,171.54,164.33,1641100
16/11/2022,174,175.62,169.56,170.77,163.6,2388400
15/11/2022,176.61,179.51,173.65,176.26,168.86,5216900
14/11/2022,174.52,178.89,174.52,174.76,167.42,2999100
11/11/2022,166.89,176.9,166.24,175.61,168.23,4436500
10/11/2022,162.7,167.54,162.7,166,159.03,3783100
9/11/2022,158,161.13,157.62,158.04,151.4,2257200
8/11/2022,160,163.29,157.33,159.54,152.84,3602700
7/11/2022,157.9,159.68,157.04,159.24,152.55,1711900
4/11/2022,157.22,158.9,154.1,156.66,150.08,1473800
3/11/2022,153,156.2,151.34,154.92,148.41,6053200
2/11/2022,156.78,160.2,154.32,154.56,148.07,2281900
1/11/2022,161.95,162.55,156.71,158.19,151.54,2199500
31/10/2022,159.02,162.23,158.62,160.28,153.55,1911000
28/10/2022,157.54,160.53,155.77,160.37,153.63,2568600
27/10/2022,158.94,160.3,156.63,156.91,150.32,1646700
26/10/2022,156.38,159.17,155.58,157.96,151.32,3733800
25/10/2022,155.89,157.33,154.85,155.8,149.25,3077700
24/10/2022,152.19,156.49,151.43,154.76,148.26,2857600
21/10/2022,150.19,153.86,149.64,153.23,146.79,6074900
20/10/2022,152.95,155.4,149.87,150.14,143.83,3652100
19/10/2022,155.72,156.7,151.56,152.96,146.53,3433700
18/10/2022,160.69,161.42,155.06,156.3,149.73,3136200
17/10/2022,158.28,159.87,155.4,156.98,150.39,3187000
14/10/2022,156.88,158.41,154.91,156.96,150.37,2269800
13/10/2022,150.44,158.04,148.93,156.25,149.69,2993400
12/10/2022,152.07,155.04,151.65,152.89,146.47,2468100
11/10/2022,151.53,154.59,151.08,152.08,145.69,6045600
10/10/2022,155.89,156.45,152.15,153.21,146.77,5310500
7/10/2022,152.51,154.6,148.96,154.41,147.92,7783500
6/10/2022,156.4,158,154.82,155.19,148.67,4254600
5/10/2022,155.24,158.94,154.54,156.87,150.28,7169300
4/10/2022,155.19,159.61,154.45,159.12,152.44,10089400
3/10/2022,150.12,152.66,147.98,151.46,145.1,2701200
30/9/2022,150.95,153.37,148.34,148.47,142.23,3642600
29/9/2022,147.9,152.61,147.18,152.31,145.91,5199200
28/9/2022,145.72,151.11,144.74,149.99,143.69,4959200
27/9/2022,143.5,145.59,141.92,144.95,138.86,4466400
26/9/2022,148.47,150.84,142.4,142.9,136.9,5698200
23/9/2022,149.77,152.94,146.65,149.33,143.06,7195500
22/9/2022,152.62,160.66,150.34,154.54,148.05,10265500
21/9/2022,157.17,159.14,153.25,153.25,146.81,5491600
20/9/2022,161.17,161.19,157.05,157.4,150.79,5372100
19/9/2022,160,165.35,159.5,162.9,156.06,9425000
16/9/2022,159.31,161.84,155,161.02,154.26,34201900
15/9/2022,204.6,206.16,203.22,204.87,196.26,3080200
14/9/2022,204.71,205.46,200.91,205.01,196.4,1510700
13/9/2022,208.89,210.27,204.1,205.34,196.71,1589800
12/9/2022,210.26,215.83,210.26,213.84,204.86,2278900
9/9/2022,204.8,209.57,204.54,209.07,200.29,1739400
8/9/2022,200.68,203.01,197.56,202.87,194.35,2474700
7/9/2022,201.4,202.37,196.89,201.62,193.15,3098800
6/9/2022,204.99,206.9,202.33,204.17,195.59,2359200
2/9/2022,214.2,214.41,207.23,208.72,199.95,1422700
1/9/2022,209.45,212.1,206.97,211.86,202.96,1582400
31/8/2022,214.43,214.99,210.42,210.81,200.85,1718200
30/8/2022,218.34,218.99,212.61,213.48,203.4,1420400
29/8/2022,216.2,218.44,214.74,216.73,206.49,1213000
26/8/2022,228.38,229.4,218.02,218.16,207.86,1547900
25/8/2022,226.82,228.97,225.01,228.03,217.26,1163900
24/8/2022,224.88,227.41,222.9,226.06,215.38,1104200
23/8/2022,223.34,226.34,222.95,225.26,214.62,1021200
22/8/2022,227.38,227.9,222.9,223.57,213.01,1867300
19/8/2022,234.17,234.54,230.24,231.73,220.78,1259200
18/8/2022,233.24,235.4,232,234.87,223.78,993900
17/8/2022,235.42,236.81,232.84,233.42,222.39,1190600
16/8/2022,233.14,240.9,232.66,238.22,226.97,2189400
15/8/2022,229.04,234.18,228.95,233.21,222.19,1575900
12/8/2022,230.07,230.74,227.86,230.68,219.78,1680700
11/8/2022,233.49,234,228.5,229.24,218.41,2041600
10/8/2022,229.82,234.55,229.01,232.45,221.47,2185900
9/8/2022,227.92,227.92,222.86,224.97,214.34,1934200
8/8/2022,236,236.16,228.54,229.02,218.2,1860200
5/8/2022,234.66,238.87,233.5,234.89,223.79,1507300
4/8/2022,233.79,236.31,233.35,236.1,224.95,1082900
3/8/2022,234.85,236.09,231.73,233.19,222.18,1039700
2/8/2022,235.88,236.64,231.53,233.27,222.25,1428500
1/8/2022,232.06,239.74,232,237.7,226.47,1905900
29/7/2022,229.12,233.98,225.87,233.09,222.08,2013700
28/7/2022,228.01,230.32,227.3,229.81,218.95,1396200
27/7/2022,225.61,228.84,221.67,227.63,216.88,1221800
26/7/2022,223,226.65,221.11,224.87,214.25,1559900
25/7/2022,229.48,230.58,226.82,228.17,217.39,974800
22/7/2022,228.8,230.31,225.39,227.3,216.56,1445800
21/7/2022,226.45,228.39,225.71,227.66,216.91,1006500
20/7/2022,225.92,228.55,224.24,227.66,216.91,1351500
19/7/2022,219.58,226.13,218.83,225.43,214.78,1378600
18/7/2022,219.11,221.75,217.1,217.98,207.68,1513700
15/7/2022,217.27,218.72,215.01,217.83,207.54,1260600
14/7/2022,211.81,214.46,210.41,214.29,204.17,1533600
13/7/2022,220.66,220.92,214.88,216.13,205.92,1992500
12/7/2022,223.33,227.52,221.8,222.98,212.45,2058700
11/7/2022,228.65,231.25,223.84,224.19,213.6,1717700
8/7/2022,232.21,232.93,228,230.49,219.6,1092600
7/7/2022,230.19,231.86,225.74,231.35,220.42,1626000
6/7/2022,227.94,230.17,225.01,227.72,216.96,1674200
5/7/2022,220.6,230.97,218.72,229.61,218.76,2862700
1/7/2022,222.59,224.59,217.71,223.61,213.05,2591700
30/6/2022,229.64,230.91,222.98,226.71,216,3676800
29/6/2022,241,242,226.7,233.81,222.77,3736800
28/6/2022,244,248.15,239.62,240.09,228.75,2587800
27/6/2022,246.94,247.93,240.2,240.47,229.11,2536800
24/6/2022,237.02,248.76,236.34,243.24,231.75,8395200
23/6/2022,229.5,230.25,224.36,228.13,216.26,4305100
22/6/2022,227.15,231.75,227.14,229.02,217.1,2033600
21/6/2022,234.15,236.5,228.86,230.52,218.52,2342200
17/6/2022,224.1,231.43,222.86,229.9,217.94,5287600
16/6/2022,226.36,227.42,223.41,225.31,213.59,3063700
15/6/2022,230.75,239.21,229.35,232.78,220.67,5035800
14/6/2022,220.4,232.29,219.58,229.95,217.98,13008700
13/6/2022,201.5,205.05,198.42,200.98,190.52,1983000
10/6/2022,214.14,215.12,206.63,206.77,196.01,2263300
9/6/2022,217.2,221.36,215.4,217,205.71,1846500
8/6/2022,217.88,220.53,215.73,217.17,205.87,1556300
7/6/2022,218.93,221.97,216.59,221.37,209.85,1115100
6/6/2022,221,225.15,219.95,222.85,211.25,1562900
3/6/2022,219.89,221.27,217.74,218.7,207.32,1379600
2/6/2022,218.59,224.41,218.25,221.52,209.99,1642100
1/6/2022,225,226.33,216.26,218.67,207.29,1987300
31/5/2022,217.78,225.91,215.17,224.58,212.89,3063800
27/5/2022,212.89,220.1,212.89,219.67,208.24,2146600
26/5/2022,207.26,213.6,206.81,212.29,201.24,1764200
25/5/2022,202.73,205.45,198.82,204.31,193.68,2197300
24/5/2022,202.65,206,197.28,205.25,194.57,1929700
23/5/2022,202.19,206.97,200.64,204.69,194.04,1696200
20/5/2022,201.96,201.96,195.43,200.9,190.45,2253900
19/5/2022,201.09,203.17,195.54,199.05,188.69,2598700
18/5/2022,217.22,218.55,202.61,203.57,192.98,3721100
17/5/2022,214.47,222.52,213.93,221.5,209.97,2927500
16/5/2022,210.47,211.94,208.35,209.72,198.81,1301600
13/5/2022,208.69,215.06,208.62,211.29,200.29,2077100
12/5/2022,205.32,208.34,202.31,208.2,197.37,2345500
11/5/2022,207.71,212.17,206.43,207.2,196.42,2807900
10/5/2022,210.28,211.55,202.9,208.06,197.23,2278600
9/5/2022,207.32,212.58,205.68,208.27,197.43,2320600
6/5/2022,206.42,212.44,203.25,210.21,199.27,2357600
5/5/2022,207,210.55,204.93,207.24,196.46,2646500
4/5/2022,200.6,210.03,199.13,209.49,198.59,2454400
3/5/2022,197.26,200.6,195.6,199.44,189.06,1957800
2/5/2022,198.94,200.48,192.82,197.01,186.76,2225600
29/4/2022,205.34,208.87,198,198.74,188.4,2338600
28/4/2022,201.82,207.07,200.59,206.85,196.09,2261400
27/4/2022,198.22,201.56,196.15,199.26,188.89,1613700
26/4/2022,204.47,205.29,198.23,200,189.59,1927500
25/4/2022,204.05,205.8,197.7,205.4,194.71,2162600
22/4/2022,205.62,207.91,204.26,205.21,194.53,2114800
21/4/2022,209.98,210.75,205.5,206.86,196.1,2099500
20/4/2022,210.54,214.07,209.08,209.19,198.3,1824900
19/4/2022,204.55,210.09,204.27,208.81,197.94,1761400
18/4/2022,205.52,206.98,201.97,203.26,192.68,1510100
14/4/2022,207.05,208.5,204.95,205.74,195.03,1922300
13/4/2022,204.4,207.55,203.09,206.31,195.57,1365500
12/4/2022,204.13,207.17,202.33,204.38,193.74,2031800
11/4/2022,199.61,207.65,199.61,204.12,193.5,2081000
8/4/2022,202.09,203.68,199.59,201.52,191.03,2321200
7/4/2022,203.72,205.04,199.21,203.77,193.17,3223300
6/4/2022,209.5,209.5,203.55,204,193.38,3492800
5/4/2022,215.33,218.84,210.67,211.03,200.05,3124100
4/4/2022,218.39,220.86,216.74,217.99,206.65,3479800
1/4/2022,231.39,231.68,221,221.25,209.74,3435700
31/3/2022,233.32,235.83,231.28,231.39,219.35,1778600
30/3/2022,237.25,238.19,234.15,235.25,223.01,2111300
29/3/2022,236.75,241.57,236.05,238.57,226.16,4055800
28/3/2022,226.84,230.16,225.62,230.05,218.08,1728100
25/3/2022,225.99,227.05,223.96,226.56,214.77,1452900
24/3/2022,222.68,225.45,220.61,225.12,213.41,2006600
23/3/2022,224.74,226.07,221.06,221.47,209.95,1733600
22/3/2022,223.09,228.7,222.49,226.57,214.78,2627700
21/3/2022,217.72,223.2,217.47,222.16,210.6,3434400
18/3/2022,220,220.19,212.93,218.91,207.52,9268400
17/3/2022,221.73,229.42,220.39,227.98,216.12,5701400
16/3/2022,218.92,226.02,218.75,225.93,214.17,3088000
15/3/2022,214.79,217.58,211.93,216.23,204.98,1858400
14/3/2022,212.51,214.92,208.81,211.13,200.14,2180700
11/3/2022,220,220.41,212.73,213.18,202.09,2346300
10/3/2022,212.8,219.72,212.35,219.28,207.87,2535300
9/3/2022,209,218.41,209,216.72,205.44,3192400
8/3/2022,202.58,209.37,199.03,203.99,193.37,2928200
7/3/2022,212,213.37,200.64,201.09,190.63,3471100
4/3/2022,218,219,212.3,214.54,203.38,2457300
3/3/2022,222.63,224.95,220.2,221.31,209.08,2467700
2/3/2022,216.44,222.58,214.3,219.25,207.14,2270600
1/3/2022,221.04,221.95,212.64,214.91,203.04,2081800
28/2/2022,217.18,222.64,215.71,222.27,209.99,2477700
25/2/2022,216.54,222.64,216.16,220.72,208.53,1963900
24/2/2022,208,216.57,206.31,215.92,203.99,3002400
23/2/2022,218.68,220.04,214.75,214.84,202.97,2253300
22/2/2022,220.15,221.65,216.33,217.79,205.76,2521400
18/2/2022,223.63,225.07,220.81,222.23,209.95,1658500
17/2/2022,227.43,227.86,224.1,224.37,211.97,1415900
16/2/2022,229,230.39,224.42,229.01,216.36,2443600
15/2/2022,231.72,234.17,230.01,230.4,217.67,2617000
14/2/2022,231.33,232.22,226.97,228.46,215.84,2510300
11/2/2022,240.05,240.5,231.23,232.21,219.38,4681000
10/2/2022,242.38,243.82,239.54,240.41,227.13,2614000
9/2/2022,245.79,248.6,243.61,244.24,230.75,1729200
8/2/2022,244.74,246.32,243,243.86,230.39,1983100
7/2/2022,244.9,245.54,242.62,243.73,230.26,1622600
4/2/2022,246.24,247.07,242.04,244.11,230.62,2142000
3/2/2022,249.88,251.38,247.06,247.32,233.66,1803300
2/2/2022,253.44,253.5,248.85,251.82,237.91,1746900
1/2/2022,254.78,256.49,251.3,252,238.08,4598800
31/1/2022,244.03,246.16,241,245.86,232.28,3395900
28/1/2022,241.14,244.91,239.13,244.78,231.26,2287600
27/1/2022,245.25,247.64,239.68,241.93,228.56,1865700
26/1/2022,245.81,248.25,241.22,243.16,229.73,2010800
25/1/2022,241.74,246.74,239.01,244.04,230.56,2032200
24/1/2022,239.56,245.95,236.85,245.72,232.14,3051500
21/1/2022,249.63,249.99,243.94,244.91,231.38,3063600
20/1/2022,253.72,256,250.64,250.74,236.89,1671600
19/1/2022,253.33,255.81,252.18,252.19,238.26,1302800
18/1/2022,252.66,254.24,250.25,253.33,239.33,1918700
14/1/2022,254.59,256.66,253.26,256.22,242.06,1393600
13/1/2022,257.21,260.11,256.3,257.67,243.43,1658500
12/1/2022,256.08,259.01,254.78,256.21,242.05,1413500
11/1/2022,256.55,257.39,252.14,255.54,241.42,2018300
10/1/2022,262.62,262.62,252.51,256.55,242.38,4553800
7/1/2022,262.69,266.61,262.04,263.99,249.4,1646000
6/1/2022,261.99,265.01,260.13,263.19,248.65,1857800
5/1/2022,265,266.79,261.86,262.13,247.65,2437600
4/1/2022,259.65,265.94,259.31,264.91,250.27,2586600
3/1/2022,259.8,261.69,256.96,258.55,244.26,1752400
31/12/2021,257.57,260.24,256.93,258.64,244.35,1272300
30/12/2021,257.89,260.21,257.5,258.56,244.27,1785300
29/12/2021,256.48,258.51,256.24,257.49,243.26,1467400
28/12/2021,256.02,258.36,255.48,256.44,242.27,1342400
27/12/2021,254.99,257.2,254.35,256.25,242.09,1478600
23/12/2021,250.87,256.23,250.65,253.82,239.8,2099300
22/12/2021,252.35,252.74,249.3,249.96,236.15,2324300
21/12/2021,248.28,252.76,247.82,251.95,238.03,2528100
20/12/2021,250.3,252.88,245.45,245.55,231.98,2759100
17/12/2021,253.74,260.5,248.06,250.32,236.49,10117300
16/12/2021,242.57,244.75,238.42,238.52,225.34,4465900
15/12/2021,240.04,242.24,239.01,240.78,227.48,1699800
14/12/2021,240,244.88,239.36,240.04,226.78,1687800
13/12/2021,244.72,245.48,240.5,240.9,227.59,1690800
10/12/2021,245.79,248.3,244.5,246.28,232.67,1275300
9/12/2021,243.5,247.37,243.1,245.25,230.99,1279000
8/12/2021,247.55,247.55,243.78,244.75,230.52,1295500
7/12/2021,247.13,248.99,246.2,247.06,232.7,1694800
6/12/2021,243,246.98,242.22,245.05,230.8,1829500
3/12/2021,236.63,241.36,236.38,240.84,226.84,2438300
2/12/2021,227.79,237.23,227.4,235.3,221.62,2143100
1/12/2021,235,238.19,227.61,227.78,214.54,2337300
30/11/2021,238.2,239.01,229.91,230.37,216.98,3366000
29/11/2021,240,241.59,237.08,240.57,226.58,1695300
26/11/2021,237.31,239.41,235.51,238.15,224.3,1775800
24/11/2021,245,246.89,243.56,243.57,229.41,1646000
23/11/2021,247,247.7,244.38,246.43,232.1,1422600
22/11/2021,242.69,251.1,242.04,247.99,233.57,2185700
19/11/2021,244.98,246.2,242.54,242.69,228.58,2029900
18/11/2021,247.94,248.98,241.24,244.72,230.49,2335700
17/11/2021,252.61,253.32,247.17,247.35,232.97,2104900
16/11/2021,252,255.3,251.68,253.18,238.46,1608900
15/11/2021,254.5,255.25,250.25,252.3,237.63,1993200
12/11/2021,251.94,254.88,250.96,253.88,239.12,2115500
11/11/2021,249.42,253.2,248.73,250.99,236.4,2050400
10/11/2021,247.71,250.7,246.59,248.52,234.07,1859900
9/11/2021,250,250.49,246.1,249.48,234.98,1832100
8/11/2021,244.82,249.64,244.62,248.53,234.08,2612200
5/11/2021,246.56,246.78,241.44,242.77,228.66,1984600
4/11/2021,241.74,245.55,240.67,245.01,230.77,2889600
3/11/2021,235.42,240.48,234.62,240.02,226.07,2029600
2/11/2021,236.47,237.38,235,235.77,222.06,1489400
1/11/2021,237.28,237.41,234.69,235.64,221.94,1431700
29/10/2021,233.92,238.37,233.55,235.53,221.84,1999900
28/10/2021,235.56,236.14,233.15,235.96,222.24,1718700
27/10/2021,238.5,240,235.08,235.29,221.61,2677000
26/10/2021,238.99,241.29,236.9,237.83,224,3065400
25/10/2021,233.34,236.28,232.5,235.4,221.71,2545800
22/10/2021,232.87,234.7,232.36,232.98,219.43,2577400
21/10/2021,231.3,233.36,230.63,232.84,219.3,3833400
20/10/2021,230.33,231.96,229.16,231.3,217.85,2516900
19/10/2021,229.15,230.39,227.68,229.32,215.99,2088100
18/10/2021,228.02,229.75,226.68,227.98,214.73,2676800
15/10/2021,228.35,229.5,227.33,229.12,215.8,4177900
14/10/2021,226.4,228.57,225.77,227.45,214.23,2841400
13/10/2021,222.02,225.43,219.51,223.73,210.72,4595300
12/10/2021,219.82,222.08,219.68,221.32,208.45,2541500
11/10/2021,224.03,224.58,219.36,219.82,207.04,2884700
8/10/2021,222.4,223.94,221.42,223.44,210.45,2365000
7/10/2021,227,227.66,222.48,222.95,209.99,3954100
6/10/2021,222.08,224.94,219.83,224.2,211.17,3652900
5/10/2021,217.5,226.46,216.34,224.27,211.23,5326900
4/10/2021,221.24,224,217.26,217.87,205.2,3924100
1/10/2021,220.01,224.1,218.18,222.53,209.59,4033100
30/9/2021,221.59,223.17,219.03,219.29,206.54,3858600
29/9/2021,223,224.24,220.8,221.09,208.24,3737200
28/9/2021,225.82,228.05,221.76,222.4,209.47,4717700
27/9/2021,226,229.25,225.68,226.51,213.34,4335500
24/9/2021,228,229,226.6,226.64,213.46,4973400
23/9/2021,229.07,231.29,228.08,228.92,215.61,7092700
22/9/2021,234.18,234.98,228.98,229.08,215.76,17792400
21/9/2021,253,253.88,248.78,252.07,237.41,4481100
20/9/2021,252.11,253.98,248.16,250.8,236.22,3474500
17/9/2021,255.4,257.71,254.09,255.22,240.38,3082400
16/9/2021,257.97,259.41,256.04,258.38,243.36,1711900
15/9/2021,256.31,259.65,254.88,256.59,241.67,2285900
14/9/2021,262.21,262.96,254.71,255.2,240.36,2583500
13/9/2021,259.46,261.9,257.75,261.86,246.64,1848000
10/9/2021,261.54,262.22,257.24,257.55,242.58,1717500
9/9/2021,259.13,262.73,257.29,259.22,244.15,2132800
8/9/2021,263.25,263.29,258.84,261.02,245.84,1963200
7/9/2021,266.31,267.37,262.96,263.64,248.31,1634500
3/9/2021,266.55,268.58,264.89,266.04,250.57,1524800
2/9/2021,266.31,268.98,266.25,267.09,251.56,1311300
1/9/2021,266.09,267.44,263.54,265.93,249.76,1760600
31/8/2021,266.06,266.93,264.68,265.69,249.54,1637600
30/8/2021,268.75,268.85,265.44,265.54,249.4,1761600
27/8/2021,267.45,269.25,266.91,267.9,251.61,1551700
26/8/2021,269.94,269.94,266.79,267.46,251.2,1312100
25/8/2021,268,271.85,267.31,270.37,253.93,2116200
24/8/2021,266.78,269.08,266.3,267.81,251.53,2111700
23/8/2021,268,269.14,266.67,266.9,250.67,2041400
20/8/2021,266.4,268.5,264.07,266.55,250.34,2404600
19/8/2021,270,270.73,265.04,267.56,251.29,3101100
18/8/2021,276.06,277.63,272.42,272.76,256.18,2136600
17/8/2021,279.21,280.5,274.79,277.86,260.97,2939900
16/8/2021,276.8,282.88,275.16,281.66,264.54,2757900
13/8/2021,275.23,278.75,274.76,277.18,260.33,1946200
12/8/2021,276.5,278.61,273.69,276.1,259.31,1211200
11/8/2021,272.42,277.16,271.26,276.27,259.47,2017800
10/8/2021,272.5,274.37,270.96,271.26,254.77,2144700
9/8/2021,275.05,275.98,272.56,272.67,256.09,1847600
6/8/2021,276.67,278.45,275.03,276.27,259.47,1701800
5/8/2021,275.9,277.78,274.67,275.8,259.03,2089700
4/8/2021,279.33,280.29,275.08,275.12,258.39,1978800
3/8/2021,276.28,281.71,274.25,280.81,263.74,2151100
2/8/2021,280.79,282.61,275.39,276.16,259.37,2490400
30/7/2021,280,282,277.79,279.95,262.93,2337200
29/7/2021,281.83,284.65,281.19,281.92,264.78,1820800
28/7/2021,284.21,284.3,280.28,281.83,264.7,2732100
27/7/2021,287.5,288.38,279.12,282.63,265.45,4837200
26/7/2021,296.09,298.5,295.65,297.5,279.41,1205500
23/7/2021,297.8,298.66,296.09,297.07,279.01,1000600
22/7/2021,297.55,298.85,296.06,296.62,278.59,981800
21/7/2021,297.51,301.95,297.33,298.35,280.21,1339000
20/7/2021,295.41,299.04,294.45,298.02,279.9,1656400
19/7/2021,287.53,295.34,286.32,294.82,276.9,2853300
16/7/2021,296.7,297,292.09,292.49,274.71,1975800
15/7/2021,294,298.74,293.67,296.08,278.08,1166000
14/7/2021,298.65,300.86,294.6,295.86,277.87,1431800
13/7/2021,298.99,302.65,298.69,299.08,280.9,1747700
12/7/2021,297.28,302.24,294.6,299.67,281.45,1905400
9/7/2021,295.81,298.2,293.18,296.4,278.38,2317500
8/7/2021,287.16,294.62,285.85,293.24,275.41,1971400
7/7/2021,294,295.15,291.24,293.55,275.7,2293200
6/7/2021,299.38,299.63,292.6,294.61,276.7,2282500
2/7/2021,299.9,299.9,297.37,299.38,281.18,1335800
1/7/2021,299.95,300.1,296.82,299.12,280.93,1749500
30/6/2021,296.03,298.62,295,298.33,280.19,1810900
29/6/2021,296,299.5,294.85,297.89,279.78,3594500
28/6/2021,293,294.65,289.44,293.99,276.12,3537100
25/6/2021,292.74,294.75,286.52,291.95,274.2,11622000
24/6/2021,301.7,304.59,298.98,303.69,284.52,5016400
23/6/2021,300,300.65,296.16,297.37,278.6,2157400
22/6/2021,294.92,299.12,293.85,297.69,278.9,2250100
21/6/2021,287.96,295.03,287.8,293.16,274.66,1922000
18/6/2021,284.15,289.53,282.01,285.32,267.31,2553800
17/6/2021,294.49,294.74,285.59,287.57,269.42,2369400
16/6/2021,298.47,299.39,292.47,294.68,276.08,1686100
15/6/2021,294.99,299.88,293.9,299.3,280.41,1834000
14/6/2021,296.72,297.17,292.04,292.99,274.5,1275600
11/6/2021,293.26,296.17,293.26,296.09,277.4,1628900
10/6/2021,293.59,295.59,291.21,292.84,274.36,1811800
9/6/2021,302.58,302.62,290.46,293.11,274.61,4358600
8/6/2021,302.8,303.48,298.62,302.58,283.48,1499000
7/6/2021,303,304.21,299.21,303.34,284.19,1960400
4/6/2021,306.78,308,299.66,302.12,283.05,2111200
3/6/2021,305.39,307.78,302.18,306.31,286.98,1316300
2/6/2021,313,313,303.83,306.57,287.22,2088400
1/6/2021,318.27,318.54,310.08,310.85,291.23,1282400
28/5/2021,316,316.75,313.01,314.81,294.94,1022700
27/5/2021,312.51,319.9,311.86,315.59,295.67,2657300
26/5/2021,310.72,312.83,308.02,310.75,291.14,1695100
25/5/2021,313,313.38,307.71,308.59,289.11,1631800
24/5/2021,313.52,313.52,309.25,311.84,292.16,1807900
21/5/2021,310.43,315.29,309.39,309.6,290.06,1753600
20/5/2021,309.14,311.95,306.76,309.05,289.54,1278100
19/5/2021,304,308.43,299.91,307.93,288.49,1734700
18/5/2021,309.69,310.28,306.05,306.05,286.73,1046100
17/5/2021,310,311.56,306.68,309.26,289.74,940700
14/5/2021,305.23,310.5,305.23,309.43,289.9,1455200
13/5/2021,297.06,305.32,296.49,303.4,284.25,1444300
12/5/2021,302.18,304.76,294.79,296.01,277.33,1949200
11/5/2021,304.6,307.88,300.57,305.64,286.35,2170500
10/5/2021,314.68,317,309.27,309.27,289.75,1733600
7/5/2021,308,315.1,308,314.69,294.83,1826100
6/5/2021,305.29,311.96,303.48,310.96,291.33,2561400
5/5/2021,305.89,309.99,302.25,306.53,287.18,2530100
4/5/2021,302.7,305.2,299.32,304.28,285.08,2470500
3/5/2021,294.89,305.4,294.2,304.55,285.33,4580300
30/4/2021,293.52,295.6,289,290.31,271.99,1821900
29/4/2021,290,296.3,289.23,296.06,277.37,2472200
28/4/2021,286.65,289.15,285.42,287.39,269.25,1783900
27/4/2021,286.56,292.2,284.33,287.51,269.36,4961900
26/4/2021,279.31,279.87,274.2,275.76,258.36,1747000
23/4/2021,278.52,279.19,276.97,277.74,260.21,1312800
22/4/2021,277.33,281.07,276.38,276.54,259.09,1444800
21/4/2021,279.05,281.07,277.09,278.26,260.7,1861400
20/4/2021,28242,28380,27734,28034,26265,1425300
19/4/2021,286.06,286.67,282.09,283.25,265.37,1677000
16/4/2021,292.9,293,287.13,287.59,269.44,1413000
15/4/2021,288.83,292.4,286.67,291.2,272.82,1389800
14/4/2021,289.51,291.15,287.57,287.81,269.64,1099900
13/4/2021,294.73,294.76,289.11,290.89,272.53,1713700
12/4/2021,285.63,293.09,285.14,290.79,272.44,1773300
9/4/2021,282.9,287,281.78,286.58,268.49,2039400
8/4/2021,282.9,284.44,279.75,284.44,266.49,2276000
7/4/2021,281.49,282.44,276.69,279.11,261.49,1469200
6/4/2021,281.66,284.44,280.7,282.17,264.36,1407200
5/4/2021,286,286.61,280.57,281.57,263.8,1727200
1/4/2021,283.54,285,281.79,283.54,265.64,1443500
31/3/2021,286,287.88,282.83,284.04,266.11,2026000
30/3/2021,279.37,288.15,278.31,285.92,267.87,2724700
29/3/2021,278,281.95,276.64,279.22,261.6,1517200
26/3/2021,277.7,281.49,274.6,281.34,263.58,2066600
25/3/2021,266.2,275.02,263.94,274.18,256.88,2285400
24/3/2021,269,274.27,267.4,268.29,251.36,2122700
23/3/2021,271.41,276.95,265.55,266.81,249.97,2277100
22/3/2021,279.58,279.8,271.68,274.02,256.73,3276400
19/3/2021,279.05,282.93,275.29,279.58,261.93,12938800
18/3/2021,267.82,269.27,262.9,263.51,246.88,4536100
17/3/2021,259,266.18,257.09,265.84,249.06,1861400
16/3/2021,267,267.03,260.3,260.8,244.34,2131100
15/3/2021,271,272.85,263.79,266.88,250.04,3211500
12/3/2021,267.26,271.19,265.26,270.2,253.15,2137300
11/3/2021,263.54,270.16,262.31,268.49,251.54,3794400
10/3/2021,259.13,261.81,258.06,260.42,243.98,1600600
9/3/2021,253.19,262.11,252.25,257.92,241.64,2352000
8/3/2021,260,261.34,251.01,251.34,235.48,2242400
5/3/2021,252.19,258.21,245.55,257.29,241.05,1932900
